cleaner, sausage, tropical fruit, whole milk, citrus fruit, onions, other vegetables, berries, hamburger meat, hamburger meat, other vegetables, hamburger meat, bottled water, butter, yogurt, yogurt, waffles, soda, sliced cheese, curd, specialty chocolate, shopping bags, bottled water, other vegetables, flower (seeds), coffee, whipped/sour cream, yogurt, whipped/sour cream, frozen potato products, candles, yogurt, bottled beer, Instant food products, frozen vegetables, shopping bags, frozen vegetables, whole milk, brown bread, bottled water, soda, frozen vegetables, Instant food products, domestic eggs, waffles, dishes, chocolate, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, yogurt, ham, other vegetables, liver loaf, citrus fruit, sausage, bottled beer, bottled water, sausage, chicken, frankfurter, sausage, tropical fruit, beef, whipped/sour cream, pastry, chicken, sausage, whole milk, canned beer, butter, hamburger meat, other vegetables, other vegetables, white wine, chicken, fruit/vegetable juice, fruit/vegetable juice, domestic eggs, pastry, rolls/buns, yogurt, salty snack, packaged fruit/vegetables, tropical fruit, bottled beer, other vegetables, soda, soda, frozen dessert, yogurt, light bulbs, condensed milk, yogurt, yogurt, popcorn, bottled beer, pasta, yogurt, shopping bags, pickled vegetables, frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, other vegetables, whole milk, pork, chewing gum, specialty chocolate, citrus fruit, coffee, citrus fruit, frozen vegetables, whole milk, bottled beer, specialty bar, frozen vegetables, pastry, finished products, whipped/sour cream, pip fruit, other vegetables, other vegetables, root vegetables, whole milk, coffee, baking powder, root vegetables, shopping bags, other vegetables, domestic eggs, bottled beer, rolls/buns, canned beer, bottled beer, liquor, other vegetables, brown bread, chocolate, soda, soda, white bread, soda, soda, margarine, newspapers, rolls/buns, roll products , liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, whole milk, rolls/buns, citrus fruit, chicken, citrus fruit, nuts/prunes, ham, ice cream, pastry, whole milk, meat, other vegetables, chicken, chicken, pork, other vegetables, yogurt, pork, curd, whole milk, whole milk, hygiene articles, citrus fruit, liquor (appetizer), fruit/vegetable juice, chicken, hygiene articles, whole milk, brown bread, sugar, margarine, butter, processed cheese, bottled water, dessert, onions, house keeping products, whole milk, curd, domestic eggs, sliced cheese, curd, whole milk, mayonnaise, margarine, curd cheese, whipped/sour cream, chocolate, newspapers, fruit/vegetable juice, hygiene articles, white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda, grapes, citrus fruit, yogurt, whipped/sour cream, whole milk, organic sausage, berries, coffee, tropical fruit, house keeping products, whole milk, root vegetables, soda, white bread, other vegetables, domestic eggs, other vegetables, butter, whole milk, canned beer, bottled beer, soda, processed cheese, fruit/vegetable juice, specialty vegetables, bottled beer, yogurt, softener, sugar, newspapers, shopping bags, napkins, margarine, bottled water, rolls/buns, fruit/vegetable juice, whipped/sour cream, margarine, dessert, oil, sliced cheese, white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, sausage, other vegetables, citrus fruit, onions, napkins, whole milk, ham, chicken, chicken, pork, other vegetables, root vegetables, other vegetables, ham, bottled beer, beef, frankfurter, cream cheese , rolls/buns, grapes, beef, frankfurter, grapes, other vegetables, bathroom cleaner, chicken, chicken, soda, soda, long life bakery product, sliced cheese, waffles, bottled water, whipped/sour cream, rolls/buns, berries, whole milk, grapes, yogurt, newspapers, brandy, UHT-milk, frozen meals, baking powder, waffles, frozen vegetables, beverages, frozen vegetables, yogurt, brown bread, whole milk, pickled vegetables, fruit/vegetable juice, fruit/vegetable juice, curd, soda, salty snack, condensed milk, rolls/buns, pastry, pastry, salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate, spread cheese, grapes, frozen potato products, dishes, rolls/buns, root vegetables, soda, white bread, other vegetables, berries, onions, onions, salad dressing, tropical fruit, whole milk, curd cheese, salty snack, waffles, salt, butter milk, pip fruit, dish cleaner, pork, salty snack, canned beer, soda, instant coffee, curd, hard cheese, fruit/vegetable juice, frozen dessert, frozen vegetables, hard cheese, chocolate, coffee, soda, domestic eggs, soda, other vegetables, dessert, bottled water, oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables, citrus fruit, ham, tropical fruit, whole milk, other vegetables, sausage, pip fruit, chicken, root vegetables, sausage, tropical fruit, whole milk, frankfurter, turkey, finished products, sausage, pip fruit, whole milk, frozen meals, oil, cream cheese , frozen vegetables, rolls/buns, pip fruit, yogurt, rolls/buns, bottled water, whole milk, chocolate, other vegetables, dessert, herbs, other vegetables, other vegetables, whipped/sour cream, other vegetables, other vegetables, yogurt, UHT-milk, rolls/buns, candy, margarine, frozen vegetables, misc. beverages, bottled water, sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda, sausage, other vegetables, whole milk, pastry, onions, rolls/buns, chocolate, beef, canned fish, domestic eggs, rolls/buns, cat food, yogurt, other vegetables, bottled beer, rolls/buns, photo/film, other vegetables, other vegetables, soda, butter milk, sliced cheese, pickled vegetables, specialty chocolate, frozen vegetables, dish cleaner, herbs, rolls/buns, bottled water, frozen vegetables, whole milk, brown bread, bottled beer, soda, flower (seeds), frozen potato products, pastry, whole milk, other vegetables, bottled beer, rolls/buns, frozen vegetables, margarine, canned fruit, dish cleaner, soda, kitchen towels, shopping bags, UHT-milk, flower (seeds), domestic eggs, domestic eggs, oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken, tropical fruit, onions, citrus fruit, spread cheese, bottled beer, other vegetables, canned beer, baking powder, rolls/buns, citrus fruit, bottled beer, chicken, citrus fruit, curd, whole milk, beef, beef, pet care, curd, other vegetables, hamburger meat, specialty bar, shopping bags, citrus fruit, processed cheese, sliced cheese, yogurt, whole milk, misc. beverages, frozen vegetables, white bread, white bread, UHT-milk, other vegetables, shopping bags, semi-finished bread, frozen vegetables, shopping bags, cake bar, soft cheese, domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, soda, whole milk, shopping bags, root vegetables, root vegetables, waffles, citrus fruit, whole milk, dessert, pork, soda, coffee, cream cheese , herbs, bottled water, hygiene articles, yogurt, other vegetables, tropical fruit, rum, beef, bottled water, meat, sausage, butter milk, misc. beverages, other vegetables, domestic eggs, bottled water, popcorn, other vegetables, whipped/sour cream, whole milk, other vegetables, shopping bags, cat food, dog food, bottled beer, vinegar, bottled beer, long life bakery product, pip fruit, hair spray, yogurt, whipped/sour cream, bottled beer, other vegetables, rolls/buns, whole milk, frozen vegetables, liquor, yogurt, bottled water, liquor (appetizer), bottled beer, bottled beer, whipped/sour cream, misc. beverages, frozen vegetables, frozen vegetables, male cosmetics, pastry, chewing gum, cake bar, bottled beer, newspapers, butter, napkins, shopping bags, soda, UHT-milk, fruit/vegetable juice, brown bread, canned fish, coffee, processed cheese,,,,,,,,,,,,,,,,,,,
coffee, specialty chocolate, sausage, bottled beer, soda, citrus fruit, beef, spices, turkey, tropical fruit, specialty chocolate, whole milk, whole milk, frankfurter, whole milk, ham, fruit/vegetable juice, other vegetables, bottled water, long life bakery product, whole milk, soda, ham, butter, bottled beer, seasonal products, pot plants, ham, berries, berries, beef, organic sausage, beef, syrup, grapes, tropical fruit, whole milk, whole milk, soda, pip fruit, pastry, butter, root vegetables, whole milk, butter milk, pasta, dessert, bottled water, pastry, cake bar, root vegetables, citrus fruit, other vegetables, tidbits, specialty bar, bottled water, sliced cheese, pickled vegetables, beverages, bottled beer, rolls/buns, processed cheese, cream cheese , processed cheese, butter, yogurt, butter milk, whole milk, bottled water, rolls/buns, light bulbs, whole milk, pickled vegetables, cat food, whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
frankfurter, yogurt, citrus fruit, soda, pork, onions, onions, fruit/vegetable juice, soda, pork, pastry, sausage, pip fruit, rolls/buns, frozen meals, tropical fruit, citrus fruit, tropical fruit, canned fish, yogurt, rolls/buns, napkins, liquor, yogurt, cat food, pastry, soda, bottled water, UHT-milk, house keeping products, popcorn, bottled water, butter, bottled beer, coffee, margarine, margarine, long life bakery product, shopping bags, kitchen towels, rolls/buns, white bread, whole milk, other vegetables, specialty chocolate, long life bakery product, beverages, bottled water, brown bread, brandy, oil, cream cheese , onions, newspapers, bottled beer, domestic eggs, white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham, ice cream, berries, hamburger meat, beverages, onions, bottled beer, sausage, other vegetables, meat, chicken, pip fruit, root vegetables, butter milk, root vegetables, chicken, bottled water, beverages, hamburger meat, whole milk, hamburger meat, whole milk, soda, yogurt, frankfurter, tropical fruit, whole milk, butter, frozen meals, canned beer, coffee, hamburger meat, whole milk, soda, pet care, soft cheese, seasonal products, liquor, pip fruit, curd, hamburger meat, whole milk, yogurt, sugar, pip fruit, grapes, root vegetables, root vegetables, soda, butter, yogurt, shopping bags, margarine, cream cheese , flour, sugar, flower (seeds), soda, salty snack, butter, spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat, ham, flower (seeds), soda, white bread, citrus fruit, liquor (appetizer), pip fruit, newspapers, root vegetables, photo/film, spread cheese, pickled vegetables, sausage, cream cheese , pickled vegetables, bottled beer, napkins, liquor (appetizer), whole milk, whole milk, pickled vegetables, canned beer, rolls/buns, pork, cream cheese , flour, whole milk, salty snack, chocolate, cling film/bags, shopping bags, shopping bags, liquor, coffee, napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit, beef, rolls/buns, curd, pip fruit, canned beer, butter milk, tropical fruit, whole milk, soda, bottled beer, pork, shopping bags, pip fruit, pork, soda, UHT-milk, sausage, pork, whole milk, cooking chocolate, ham, grapes, red/blush wine, whole milk, sausage, bottled beer, cream cheese , chocolate, chicken, grapes, canned fish, beverages, frozen meals, whole milk, shopping bags, grapes, citrus fruit, domestic eggs, fruit/vegetable juice, brown bread, root vegetables, other vegetables, frozen fish, whole milk, whole milk, sliced cheese, chicken, cream cheese , specialty chocolate, onions, shopping bags, oil, shopping bags, curd, cream cheese , chewing gum, other vegetables, yogurt, waffles, cocoa drinks, shopping bags, whipped/sour cream, bottled beer, white bread, white bread, soda, canned beer, canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef, dessert, tropical fruit, bottled beer, citrus fruit, domestic eggs, whole milk, brown bread, sliced cheese, root vegetables, brown bread, curd, white bread, baking powder, brown bread, other vegetables, long life bakery product, whole milk, butter, jam, other vegetables, hygiene articles, specialty fat, sliced cheese, red/blush wine, waffles, pastry, root vegetables, other vegetables, hamburger meat, butter milk, ice cream, misc. beverages, whole milk, pastry, canned beer, whipped/sour cream, curd cheese, baking powder, yogurt, UHT-milk, rolls/buns, coffee, curd, margarine, whole milk, rolls/buns, brandy, napkins, yogurt, shopping bags, soda, UHT-milk, long life bakery product, photo/film, mustard, bottled water, newspapers, misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, rolls/buns, other vegetables, sausage, citrus fruit, root vegetables, citrus fruit, frankfurter, brown bread, UHT-milk, whole milk, shopping bags, citrus fruit, sausage, margarine, domestic eggs, frankfurter, yogurt, soda, rolls/buns, brandy, sausage, other vegetables, rolls/buns, pastry, yogurt, canned beer, yogurt, onions, ice cream, dishes, bottled water, shopping bags, whole milk, soda, root vegetables, bottled beer, condensed milk, rolls/buns, pastry, other vegetables, shopping bags, fruit/vegetable juice, frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, canned beer, domestic eggs, soda, long life bakery product, whole milk, other vegetables, citrus fruit, mayonnaise, specialty bar, rolls/buns, mayonnaise, rolls/buns, whole milk, pip fruit, whole milk, whole milk, bottled beer, soda, whole milk, canned beer, soda, whole milk, beef, yogurt, margarine, other vegetables, frozen vegetables, other vegetables, UHT-milk, waffles, margarine, frozen dessert, pastry, margarine, bottled water, processed cheese, pickled vegetables, yogurt, white bread, coffee, canned beer, soda, whole milk, berries, syrup, salty snack, whole milk, soda, whipped/sour cream, candy, hygiene articles, zwieback, specialty chocolate, brown bread, butter milk, shopping bags, curd, cream cheese , whole milk, frozen vegetables, newspapers, sliced cheese, white bread, rice, baking powder, frozen dessert, brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, citrus fruit, rolls/buns, meat, whole milk, root vegetables, sugar, sausage, pastry, yogurt, hamburger meat, sausage, pork, tropical fruit, whole milk, tropical fruit, cream cheese , condensed milk, sausage, other vegetables, tropical fruit, candy, canned beer, tropical fruit, UHT-milk, fish, other vegetables, herbs, whole milk, bottled beer, domestic eggs, whole milk, bottled beer, liquor (appetizer), canned beer, other vegetables, misc. beverages, rolls/buns, frozen vegetables, long life bakery product, pastry, cleaner, waffles, soda, yogurt, chicken, chocolate, canned fruit, root vegetables, cleaner, domestic eggs, frozen vegetables, sliced cheese, newspapers, rice, chocolate, ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken, beef, red/blush wine, waffles, domestic eggs, rolls/buns, herbs, salty snack, red/blush wine, other vegetables, long life bakery product, dog food, butter, other vegetables, sugar, root vegetables, other vegetables, whole milk, pip fruit, bottled beer, tropical fruit, whole milk, mayonnaise, frozen meals, butter milk, salty snack, semi-finished bread, chewing gum, chocolate marshmallow, bottled water, butter, brown bread, coffee, butter, margarine, whole milk, coffee, soda, UHT-milk, rolls/buns, white bread, brown bread, sweet spreads, sparkling wine, soda, canned fruit, domestic eggs, herbs, seasonal products, margarine, salty snack, chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, soda, beverages, tropical fruit, whole milk, frozen fish, whipped/sour cream, condensed milk, pork, whipped/sour cream, tropical fruit, rolls/buns, long life bakery product, frankfurter, beef, butter milk, other vegetables, other vegetables, curd, bottled water, sliced cheese, pastry, butter, processed cheese, soda, sparkling wine, tropical fruit, pip fruit, sugar, whole milk, yogurt, beef, whole milk, domestic eggs, pip fruit, root vegetables, root vegetables, other vegetables, citrus fruit, root vegetables, white wine, beverages, hygiene articles, frozen meals, yogurt, yogurt, pastry, whole milk, chocolate, hard cheese, soft cheese, rolls/buns, butter, onions, pasta, butter, butter, rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, frankfurter, pork, other vegetables, berries, bottled water, beef, yogurt, sausage, pip fruit, ham, whole milk, liquor, rolls/buns, other vegetables, coffee, whole milk, napkins, root vegetables, white bread, rolls/buns, brown bread, yogurt, mustard, whole milk, other vegetables, other vegetables, beef, pastry, berries, soda, other vegetables, domestic eggs, rolls/buns, other vegetables, tidbits, rolls/buns, whole milk, hygiene articles, processed cheese, whipped/sour cream, pastry, canned beer, specialty bar, salty snack, napkins, whole milk, yogurt, fruit/vegetable juice, whipped/sour cream, hygiene articles, domestic eggs, napkins, curd, white bread, shopping bags, canned beer, frozen vegetables, root vegetables, domestic eggs, fruit/vegetable juice, frozen dessert, canned beer, ketchup, chocolate, pastry, salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit, tropical fruit, decalcifier, citrus fruit, whole milk, whole milk, meat, yogurt, tropical fruit, frankfurter, rolls/buns, ham, margarine, citrus fruit, tropical fruit, white bread, ham, rolls/buns, brown bread, citrus fruit, whole milk, grapes, pastry, root vegetables, yogurt, root vegetables, whole milk, other vegetables, pastry, herbs, root vegetables, whole milk, frozen fish, pastry, baking powder, chocolate, bottled water, bottled water, ice cream, whole milk, newspapers, rolls/buns, whipped/sour cream, margarine, canned beer, sweet spreads, newspapers, other vegetables, specialty bar, salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef, ham, bottled water, other vegetables, other vegetables, canned fish, tropical fruit, rolls/buns, canned beer, whole milk, salty snack, rolls/buns, butter milk, soda, pasta, rolls/buns, red/blush wine, cream cheese , shopping bags, pastry, brown bread, mustard, rolls/buns, chewing gum, whole milk, shopping bags, fruit/vegetable juice, rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken, butter milk, ham, sausage, pork, whole milk, pork, tropical fruit, sausage, root vegetables, pet care, pip fruit, yogurt, tropical fruit, white bread, whole milk, beverages, whipped/sour cream, whole milk, spread cheese, grapes, semi-finished bread, UHT-milk, candy, snack products, frozen vegetables, soda, chewing gum, butter milk, margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, citrus fruit, grapes, other vegetables, citrus fruit, root vegetables, sugar, soda, meat, chicken, whole milk, shopping bags, other vegetables, specialty chocolate, other vegetables, newspapers, whole milk, long life bakery product, domestic eggs, soda, soda, other vegetables, fruit/vegetable juice, fruit/vegetable juice, domestic eggs, other vegetables, flour, whole milk, mustard, root vegetables, hygiene articles, misc. beverages, rolls/buns, berries, sauces, popcorn, yogurt, whipped/sour cream, soups, soups, frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, canned beer, whole milk, frankfurter, whole milk, pork, tropical fruit, chicken, cereals, UHT-milk, bottled water, seasonal products, bottled beer, sausage, ice cream, tropical fruit, domestic eggs, onions, citrus fruit, cookware, root vegetables, canned beer, cream cheese , butter, bottled water, pip fruit, whole milk, frozen vegetables, whole milk, hard cheese, whole milk, frozen vegetables, other vegetables, pip fruit, dishes, fruit/vegetable juice, pip fruit, whole milk, canned beer, fruit/vegetable juice, whole milk, berries, bottled water, oil, whole milk, hygiene articles, shopping bags, instant coffee, rolls/buns, rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, root vegetables, salt, beverages, other vegetables, UHT-milk, bottled water, other vegetables, onions, whole milk, white wine, chocolate, zwieback, rolls/buns, packaged fruit/vegetables, other vegetables, brown bread, whole milk, red/blush wine, curd, soda, spread cheese, newspapers, shopping bags, condensed milk, soda, butter, whole milk, mustard, rolls/buns, frozen vegetables, flower (seeds), salt, newspapers, newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables, cream cheese , onions, newspapers, sausage, coffee, cream cheese , frozen vegetables, meat, citrus fruit, pork, Instant food products, citrus fruit, bottled water, frankfurter, bottled water, whole milk, whole milk, pip fruit, hamburger meat, citrus fruit, chicken, napkins, other vegetables, pip fruit, flour, pastry, bottled water, other vegetables, dessert, brown bread, rolls/buns, root vegetables, bottled beer, tea, rolls/buns, butter, shopping bags, shopping bags, pastry, curd, root vegetables, specialty chocolate, pastry, red/blush wine, rice, waffles, whipped/sour cream, sugar, soda, chocolate, butter, shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat, root vegetables, pip fruit, rolls/buns, newspapers, brown bread, pip fruit, root vegetables, root vegetables, whipped/sour cream, pastry, tropical fruit, whipped/sour cream, baking powder, citrus fruit, spread cheese, dog food, sweet spreads, coffee, specialty vegetables, hygiene articles, UHT-milk, soups, whipped/sour cream, domestic eggs, napkins, whole milk, hard cheese, butter, shopping bags, dessert, root vegetables, misc. beverages, baking powder, chocolate, UHT-milk, shopping bags, soda, decalcifier, shopping bags, mayonnaise, waffles, bottled beer, fruit/vegetable juice, chocolate, curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, whole milk, frozen dessert, chicken, yogurt, sausage, pastry, sausage, chicken, liver loaf, pork, meat, other vegetables, rolls/buns, citrus fruit, root vegetables, sausage, pork, tropical fruit, whole milk, pork, frankfurter, soda, other vegetables, whole milk, tropical fruit, whipped/sour cream, whole milk, pip fruit, yogurt, pasta, soda, newspapers, ice cream, canned beer, pickled vegetables, snack products, rolls/buns, hygiene articles, rolls/buns, ham, dishes, liquor (appetizer), dessert, margarine, long life bakery product, hard cheese, newspapers, bottled water, shopping bags, white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, newspapers, semi-finished bread, pastry, other vegetables, pip fruit, nuts/prunes, brown bread, whole milk, whipped/sour cream, pip fruit, ice cream, coffee, waffles, specialty cheese, frozen dessert, bottled water, domestic eggs, shopping bags, pastry, soda, bottled water, soda, hygiene articles, whole milk, other vegetables, bottled beer, yogurt, specialty chocolate, bottled water, shopping bags, other vegetables, pastry, liquor, pastry, pickled vegetables, dish cleaner, curd, vinegar, fruit/vegetable juice, coffee, whipped/sour cream, pastry, margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, rolls/buns, white wine, grapes, condensed milk, frozen meals, bottled water, root vegetables, canned beer, sausage, sausage, beef, citrus fruit, root vegetables, pip fruit, pet care, salty snack, canned vegetables, sausage, roll products , frankfurter, spread cheese, other vegetables, whole milk, tropical fruit, fruit/vegetable juice, tropical fruit, other vegetables, other vegetables, flour, butter, misc. beverages, napkins, specialty bar, oil, other vegetables, tropical fruit, butter, coffee, mustard, liquor, fish, curd, coffee, napkins, soda, candy, salty snack, other vegetables, rolls/buns, whipped/sour cream, rum, dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables, sausage, whole milk, frankfurter, detergent, hamburger meat, hygiene articles, brown bread, other vegetables, whole milk, citrus fruit, whole milk, shopping bags, dessert, herbs, condensed milk, hamburger meat, other vegetables, other vegetables, whole milk, pastry, long life bakery product, pastry, turkey, beef, hamburger meat, brown bread, fruit/vegetable juice, citrus fruit, whole milk, tropical fruit, soda, bottled water, ketchup, vinegar, bottled water, bottled water, other vegetables, butter, brown bread, white bread, bottled water, other vegetables, butter, curd, rolls/buns, domestic eggs, rolls/buns, bottled water, long life bakery product, soda, other vegetables, dessert, newspapers, newspapers, whipped/sour cream, soda, pastry, margarine, newspapers, candy, soda, chocolate marshmallow, house keeping products, shopping bags, coffee, curd cheese, bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey, other vegetables, frankfurter, chicken, sausage, specialty chocolate, whole milk, photo/film, pip fruit, tropical fruit, sausage, whole milk, whole milk, domestic eggs, pastry, fruit/vegetable juice, yogurt, pip fruit, herbs, whole milk, onions, shopping bags, specialty cheese, onions, whole milk, butter, other vegetables, whole milk, white bread, frozen meals, citrus fruit, UHT-milk, curd, pot plants, dessert, rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, nuts/prunes, bottled beer, whole milk, citrus fruit, root vegetables, specialty chocolate, chocolate, pork, pip fruit, yogurt, other vegetables, hamburger meat, whole milk, onions, finished products, soda, pastry, semi-finished bread, pork, coffee, chicken, whole milk, other vegetables, root vegetables, prosecco, pickled vegetables, other vegetables, pickled vegetables, coffee, whole milk, soda, napkins, popcorn, whole milk, canned beer, soda, canned vegetables, herbs, hard cheese, tidbits, butter, whole milk, UHT-milk, bottled water, long life bakery product, salty snack, house keeping products, soft cheese, pastry, newspapers, UHT-milk, domestic eggs, dessert, butter, rolls/buns, cling film/bags, shopping bags, bottled water, fruit/vegetable juice, pasta, pot plants, sliced cheese, waffles, long life bakery product, domestic eggs, soda, hygiene articles, yogurt, frozen dessert, fruit/vegetable juice, cooking chocolate, cat food, hygiene articles, soda, cling film/bags, red/blush wine, frozen fish,,,,,,,,,,,,,,,,,,
other vegetables, coffee, pork, sausage, sausage, rolls/buns, photo/film, sausage, pork, other vegetables, yogurt, grapes, rolls/buns, sausage, root vegetables, tropical fruit, tropical fruit, coffee, rolls/buns, chocolate, canned vegetables, tropical fruit, beverages, dessert, berries, dessert, seasonal products, frozen fish, other vegetables, frozen vegetables, curd, other vegetables, other vegetables, pasta, brown bread, herbs, butter, frozen vegetables, bottled water, UHT-milk, soups, white bread, rolls/buns, baking powder, misc. beverages, whole milk, chicken, butter, Instant food products, chocolate, pastry, bottled water, rolls/buns, margarine, pastry, shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert, sauces, chicken, yogurt, bottled water, turkey, beef, root vegetables, tropical fruit, zwieback, canned fruit, soft cheese, other vegetables, citrus fruit, other vegetables, butter milk, root vegetables, frozen vegetables, tropical fruit, pastry, yogurt, ice cream, flour, root vegetables, coffee, packaged fruit/vegetables, whole milk, other vegetables, root vegetables, citrus fruit, whipped/sour cream, whipped/sour cream, baking powder, shopping bags, rolls/buns, yogurt, pickled vegetables, flower (seeds), soda, napkins, domestic eggs, sweet spreads, specialty bar, margarine, newspapers, sugar, bottled water, frozen vegetables, detergent, newspapers, canned fish, canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit, pork, domestic eggs, canned beer, turkey, frankfurter, pork, root vegetables, pork, cat food, yogurt, bottled beer, dishes, canned beer, onions, tropical fruit, sausage, other vegetables, pastry, chicken, domestic eggs, frozen meals, frankfurter, other vegetables, UHT-milk, curd, beverages, shopping bags, pet care, whole milk, other vegetables, other vegetables, newspapers, bottled water, rolls/buns, whole milk, brown bread, bottled water, frozen meals, hard cheese, hard cheese, coffee, sliced cheese, rolls/buns, pip fruit, root vegetables, chewing gum, other vegetables, hamburger meat, whole milk, salty snack, pip fruit, soda, frozen vegetables, fruit/vegetable juice, other vegetables, house keeping products, domestic eggs, tea, white wine, fruit/vegetable juice, bottled water, mayonnaise, newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream, frozen fish, root vegetables, frozen meals, whole milk, curd, pork, other vegetables, other vegetables, tropical fruit, whole milk, semi-finished bread, meat, nuts/prunes, dessert, tropical fruit, whipped/sour cream, soda, soda, pork, organic sausage, rolls/buns, whole milk, pip fruit, butter, UHT-milk, detergent, pastry, whole milk, frozen potato products, other vegetables, UHT-milk, frozen meals, soda, margarine, tropical fruit, napkins, whole milk, nuts/prunes, margarine, frozen vegetables, rolls/buns, flour, liquor (appetizer), frozen vegetables, other vegetables, whipped/sour cream, domestic eggs, processed cheese, newspapers, berries, soft cheese, napkins, roll products , candy, whole milk, brown bread, rolls/buns, salty snack, yogurt, newspapers, rolls/buns, frozen vegetables, whipped/sour cream, fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, frankfurter, dessert, pastry, canned beer, sausage, brown bread, pork, whole milk, bottled water, whole milk, soda, rolls/buns, sausage, sausage, grapes, frankfurter, sausage, pork, whole milk, domestic eggs, hamburger meat, other vegetables, domestic eggs, domestic eggs, skin care, rolls/buns, domestic eggs, whole milk, pip fruit, root vegetables, yogurt, semi-finished bread, rolls/buns, rolls/buns, flour, margarine, sparkling wine, domestic eggs, whipped/sour cream, whole milk, rolls/buns, rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
